"ID"	"Expanded Description"	
"100861"	"Libyan Arab Jamahiriya - Other - Continuous airworthiness monitoring organisation"	
"101069"	"Libyan Arab Jamahiriya - Other - Ground handling organisation"	
"101277"	"Libyan Arab Jamahiriya - Other - Individuals"	
"7101"	"Libyan Arab Jamahiriya - Other - Design organisation"	
"10101"	"Libyan Arab Jamahiriya - Other - Aerodrome operator"	
"11101"	"Libyan Arab Jamahiriya - Other - ATM equipment maintenance organisation"	
"9101"	"Libyan Arab Jamahiriya - Other - Air Navigation Service Provider"	
"12101"	"Libyan Arab Jamahiriya - Other - Apron Management Service Provider"	
"8101"	"Libyan Arab Jamahiriya - Other - Maintenance organisation"	
"6101"	"Libyan Arab Jamahiriya - Other - Aircraft operator"	
"102"	"Liechtenstein"	
"1102"	"Liechtenstein - AIB"	
"2102"	"Liechtenstein - CAA"	
"5102"	"Liechtenstein - Other"	
"100238"	"Liechtenstein - Other - Production organisation"	
"100446"	"Liechtenstein - Other - Flight Crew Training organisation"	
"100654"	"Liechtenstein - Other - Flight Information Service Provider"	
"100862"	"Liechtenstein - Other - Continuous airworthiness monitoring organisation"	
"101070"	"Liechtenstein - Other - Ground handling organisation"	
"101278"	"Liechtenstein - Other - Individuals"	
"7102"	"Liechtenstein - Other - Design organisation"	
"10102"	"Liechtenstein - Other - Aerodrome operator"	
"11102"	"Liechtenstein - Other - ATM equipment maintenance organisation"	
"9102"	"Liechtenstein - Other - Air Navigation Service Provider"	
"12102"	"Liechtenstein - Other - Apron Management Service Provider"	
"8102"	"Liechtenstein - Other - Maintenance organisation"	
"6102"	"Liechtenstein - Other - Aircraft operator"	
"103"	"Lithuania"	
"1103"	"Lithuania - AIB"	
"2103"	"Lithuania - CAA"	
"5103"	"Lithuania - Other"	
"100239"	"Lithuania - Other - Production organisation"	
"100447"	"Lithuania - Other - Flight Crew Training organisation"	
"100655"	"Lithuania - Other - Flight Information Service Provider"	
"100863"	"Lithuania - Other - Continuous airworthiness monitoring organisation"	
"101071"	"Lithuania - Other - Ground handling organisation"	
"101279"	"Lithuania - Other - Individuals"	
"7103"	"Lithuania - Other - Design organisation"	
"10103"	"Lithuania - Other - Aerodrome operator"	
"11103"	"Lithuania - Other - ATM equipment maintenance organisation"	
"9103"	"Lithuania - Other - Air Navigation Service Provider"	
"12103"	"Lithuania - Other - Apron Management Service Provider"	
"8103"	"Lithuania - Other - Maintenance organisation"	
"6103"	"Lithuania - Other - Aircraft operator"	
"104"	"Luxembourg"	
"1104"	"Luxembourg - AIB"	
"2104"	"Luxembourg - CAA"	
"5104"	"Luxembourg - Other"	
"100240"	"Luxembourg - Other - Production organisation"	
"100448"	"Luxembourg - Other - Flight Crew Training organisation"	
"100656"	"Luxembourg - Other - Flight Information Service Provider"	
"100864"	"Luxembourg - Other - Continuous airworthiness monitoring organisation"	
"101072"	"Luxembourg - Other - Ground handling organisation"	
"101280"	"Luxembourg - Other - Individuals"	
"7104"	"Luxembourg - Other - Design organisation"	
"10104"	"Luxembourg - Other - Aerodrome operator"	
"11104"	"Luxembourg - Other - ATM equipment maintenance organisation"	
"9104"	"Luxembourg - Other - Air Navigation Service Provider"	
"12104"	"Luxembourg - Other - Apron Management Service Provider"	
"8104"	"Luxembourg - Other - Maintenance organisation"	
"6104"	"Luxembourg - Other - Aircraft operator"	
"105"	"Macao"	
"1105"	"Macao - AIB"	
"2105"	"Macao - CAA"	
"5105"	"Macao - Other"	
"100241"	"Macao - Other - Production organisation"	
"100449"	"Macao - Other - Flight Crew Training organisation"	
"100657"	"Macao - Other - Flight Information Service Provider"	
"100865"	"Macao - Other - Continuous airworthiness monitoring organisation"	
"101073"	"Macao - Other - Ground handling organisation"	
"101281"	"Macao - Other - Individuals"	
"7105"	"Macao - Other - Design organisation"	
"10105"	"Macao - Other - Aerodrome operator"	
"11105"	"Macao - Other - ATM equipment maintenance organisation"	
"9105"	"Macao - Other - Air Navigation Service Provider"	
"12105"	"Macao - Other - Apron Management Service Provider"	
"8105"	"Macao - Other - Maintenance organisation"	
"6105"	"Macao - Other - Aircraft operator"	
"106"	"Macedonia"	
"1106"	"Macedonia - AIB"	
"2106"	"Macedonia - CAA"	
"5106"	"Macedonia - Other"	
"100242"	"Macedonia - Other - Production organisation"	
"100450"	"Macedonia - Other - Flight Crew Training organisation"	
"100658"	"Macedonia - Other - Flight Information Service Provider"	
"100866"	"Macedonia - Other - Continuous airworthiness monitoring organisation"	
"101074"	"Macedonia - Other - Ground handling organisation"	
"101282"	"Macedonia - Other - Individuals"	
"7106"	"Macedonia - Other - Design organisation"	
"10106"	"Macedonia - Other - Aerodrome operator"	
"11106"	"Macedonia - Other - ATM equipment maintenance organisation"	
"9106"	"Macedonia - Other - Air Navigation Service Provider"	
"12106"	"Macedonia - Other - Apron Management Service Provider"	
"8106"	"Macedonia - Other - Maintenance organisation"	
"6106"	"Macedonia - Other - Aircraft operator"	
"107"	"Madagascar"	
"1107"	"Madagascar - AIB"	
"2107"	"Madagascar - CAA"	
"5107"	"Madagascar - Other"	
"100243"	"Madagascar - Other - Production organisation"	
"100451"	"Madagascar - Other - Flight Crew Training organisation"	
"100659"	"Madagascar - Other - Flight Information Service Provider"	
"100867"	"Madagascar - Other - Continuous airworthiness monitoring organisation"	
"101075"	"Madagascar - Other - Ground handling organisation"	
"101283"	"Madagascar - Other - Individuals"	
"7107"	"Madagascar - Other - Design organisation"	
"10107"	"Madagascar - Other - Aerodrome operator"	
"11107"	"Madagascar - Other - ATM equipment maintenance organisation"	
"9107"	"Madagascar - Other - Air Navigation Service Provider"	
"12107"	"Madagascar - Other - Apron Management Service Provider"	
"8107"	"Madagascar - Other - Maintenance organisation"	
"6107"	"Madagascar - Other - Aircraft operator"	
"108"	"Malawi"	
"1108"	"Malawi - AIB"	
"2108"	"Malawi - CAA"	
"5108"	"Malawi - Other"	
"100244"	"Malawi - Other - Production organisation"	
"100452"	"Malawi - Other - Flight Crew Training organisation"	
"100660"	"Malawi - Other - Flight Information Service Provider"	
"100868"	"Malawi - Other - Continuous airworthiness monitoring organisation"	
"101076"	"Malawi - Other - Ground handling organisation"	
"101284"	"Malawi - Other - Individuals"	
"7108"	"Malawi - Other - Design organisation"	
"10108"	"Malawi - Other - Aerodrome operator"	
"11108"	"Malawi - Other - ATM equipment maintenance organisation"	
"9108"	"Malawi - Other - Air Navigation Service Provider"	
"12108"	"Malawi - Other - Apron Management Service Provider"	
"8108"	"Malawi - Other - Maintenance organisation"	
"6108"	"Malawi - Other - Aircraft operator"	
"109"	"Malaysia"	
"1109"	"Malaysia - AIB"	
"2109"	"Malaysia - CAA"	
"5109"	"Malaysia - Other"	
"100245"	"Malaysia - Other - Production organisation"	
"100453"	"Malaysia - Other - Flight Crew Training organisation"	
"100661"	"Malaysia - Other - Flight Information Service Provider"	
"100869"	"Malaysia - Other - Continuous airworthiness monitoring organisation"	
"101077"	"Malaysia - Other - Ground handling organisation"	
"101285"	"Malaysia - Other - Individuals"	
"7109"	"Malaysia - Other - Design organisation"	
"10109"	"Malaysia - Other - Aerodrome operator"	
"11109"	"Malaysia - Other - ATM equipment maintenance organisation"	
"9109"	"Malaysia - Other - Air Navigation Service Provider"	
"12109"	"Malaysia - Other - Apron Management Service Provider"	
"8109"	"Malaysia - Other - Maintenance organisation"	
"6109"	"Malaysia - Other - Aircraft operator"	
"110"	"Maldives"	
"1110"	"Maldives - AIB"	
"2110"	"Maldives - CAA"	
"5110"	"Maldives - Other"	
"100246"	"Maldives - Other - Production organisation"	
"100454"	"Maldives - Other - Flight Crew Training organisation"	
"100662"	"Maldives - Other - Flight Information Service Provider"	
"100870"	"Maldives - Other - Continuous airworthiness monitoring organisation"	
"101078"	"Maldives - Other - Ground handling organisation"	
"101286"	"Maldives - Other - Individuals"	
"7110"	"Maldives - Other - Design organisation"	
"10110"	"Maldives - Other - Aerodrome operator"	
"11110"	"Maldives - Other - ATM equipment maintenance organisation"	
"9110"	"Maldives - Other - Air Navigation Service Provider"	
"12110"	"Maldives - Other - Apron Management Service Provider"	
"8110"	"Maldives - Other - Maintenance organisation"	
"6110"	"Maldives - Other - Aircraft operator"	
"111"	"Mali"	
"1111"	"Mali - AIB"	
"2111"	"Mali - CAA"	
"5111"	"Mali - Other"	
"100247"	"Mali - Other - Production organisation"	
"100455"	"Mali - Other - Flight Crew Training organisation"	
"100663"	"Mali - Other - Flight Information Service Provider"	
"100871"	"Mali - Other - Continuous airworthiness monitoring organisation"	
"101079"	"Mali - Other - Ground handling organisation"	
"101287"	"Mali - Other - Individuals"	
"7111"	"Mali - Other - Design organisation"	
"10111"	"Mali - Other - Aerodrome operator"	
"11111"	"Mali - Other - ATM equipment maintenance organisation"	
"9111"	"Mali - Other - Air Navigation Service Provider"	
"12111"	"Mali - Other - Apron Management Service Provider"	
"8111"	"Mali - Other - Maintenance organisation"	
"6111"	"Mali - Other - Aircraft operator"	
"112"	"Malta"	
"1112"	"Malta - AIB"	
"2112"	"Malta - CAA"	
"5112"	"Malta - Other"	
"100248"	"Malta - Other - Production organisation"	
"100456"	"Malta - Other - Flight Crew Training organisation"	
"100664"	"Malta - Other - Flight Information Service Provider"	
"100872"	"Malta - Other - Continuous airworthiness monitoring organisation"	
"101080"	"Malta - Other - Ground handling organisation"	
"101288"	"Malta - Other - Individuals"	
"7112"	"Malta - Other - Design organisation"	
"10112"	"Malta - Other - Aerodrome operator"	
"11112"	"Malta - Other - ATM equipment maintenance organisation"	
"9112"	"Malta - Other - Air Navigation Service Provider"	
"12112"	"Malta - Other - Apron Management Service Provider"	
"8112"	"Malta - Other - Maintenance organisation"	
"6112"	"Malta - Other - Aircraft operator"	
"113"	"Marshall Islands"	
"1113"	"Marshall Islands - AIB"	
"2113"	"Marshall Islands - CAA"	
"5113"	"Marshall Islands - Other"	
"100249"	"Marshall Islands - Other - Production organisation"	
"100457"	"Marshall Islands - Other - Flight Crew Training organisation"	
"100665"	"Marshall Islands - Other - Flight Information Service Provider"	
"100873"	"Marshall Islands - Other - Continuous airworthiness monitoring organisation"	
"101081"	"Marshall Islands - Other - Ground handling organisation"	
"101289"	"Marshall Islands - Other - Individuals"	
"7113"	"Marshall Islands - Other - Design organisation"	
"10113"	"Marshall Islands - Other - Aerodrome operator"	
"11113"	"Marshall Islands - Other - ATM equipment maintenance organisation"	
"9113"	"Marshall Islands - Other - Air Navigation Service Provider"	
"12113"	"Marshall Islands - Other - Apron Management Service Provider"	
"8113"	"Marshall Islands - Other - Maintenance organisation"	
"6113"	"Marshall Islands - Other - Aircraft operator"	
"114"	"Mauritania"	
"1114"	"Mauritania - AIB"	
"2114"	"Mauritania - CAA"	
"5114"	"Mauritania - Other"	
"100250"	"Mauritania - Other - Production organisation"	
"100458"	"Mauritania - Other - Flight Crew Training organisation"	
"100666"	"Mauritania - Other - Flight Information Service Provider"	
"100874"	"Mauritania - Other - Continuous airworthiness monitoring organisation"	
"101082"	"Mauritania - Other - Ground handling organisation"	
"101290"	"Mauritania - Other - Individuals"	
"7114"	"Mauritania - Other - Design organisation"	
"10114"	"Mauritania - Other - Aerodrome operator"	
"11114"	"Mauritania - Other - ATM equipment maintenance organisation"	
"9114"	"Mauritania - Other - Air Navigation Service Provider"	
"12114"	"Mauritania - Other - Apron Management Service Provider"	
"8114"	"Mauritania - Other - Maintenance organisation"	
"6114"	"Mauritania - Other - Aircraft operator"	
"115"	"Mauritius"	
"1115"	"Mauritius - AIB"	
"2115"	"Mauritius - CAA"	
"5115"	"Mauritius - Other"	
"100251"	"Mauritius - Other - Production organisation"	
"100459"	"Mauritius - Other - Flight Crew Training organisation"	
"100667"	"Mauritius - Other - Flight Information Service Provider"	
"100875"	"Mauritius - Other - Continuous airworthiness monitoring organisation"	
"101083"	"Mauritius - Other - Ground handling organisation"	
"101291"	"Mauritius - Other - Individuals"	
"7115"	"Mauritius - Other - Design organisation"	
"10115"	"Mauritius - Other - Aerodrome operator"	
"11115"	"Mauritius - Other - ATM equipment maintenance organisation"	
"9115"	"Mauritius - Other - Air Navigation Service Provider"	
"12115"	"Mauritius - Other - Apron Management Service Provider"	
"8115"	"Mauritius - Other - Maintenance organisation"	
"6115"	"Mauritius - Other - Aircraft operator"	
"116"	"Mexico"	
"1116"	"Mexico - AIB"	
"2116"	"Mexico - CAA"	
"5116"	"Mexico - Other"	
"100252"	"Mexico - Other - Production organisation"	
"100460"	"Mexico - Other - Flight Crew Training organisation"	
"100668"	"Mexico - Other - Flight Information Service Provider"	
"100876"	"Mexico - Other - Continuous airworthiness monitoring organisation"	
"101084"	"Mexico - Other - Ground handling organisation"	
"101292"	"Mexico - Other - Individuals"	
"7116"	"Mexico - Other - Design organisation"	
"10116"	"Mexico - Other - Aerodrome operator"	
"11116"	"Mexico - Other - ATM equipment maintenance organisation"	
"9116"	"Mexico - Other - Air Navigation Service Provider"	
"12116"	"Mexico - Other - Apron Management Service Provider"	
"8116"	"Mexico - Other - Maintenance organisation"	
"6116"	"Mexico - Other - Aircraft operator"	
"117"	"Micronesia Federated States of"	
"1117"	"Micronesia Federated States of - AIB"	
"2117"	"Micronesia Federated States of - CAA"	
"5117"	"Micronesia Federated States of - Other"	
"100253"	"Micronesia Federated States of - Other - Production organisation"	
"100461"	"Micronesia Federated States of - Other - Flight Crew Training organisation"	
"100669"	"Micronesia Federated States of - Other - Flight Information Service Provider"	
"100877"	"Micronesia Federated States of - Other - Continuous airworthiness monitoring organisation"	
"101085"	"Micronesia Federated States of - Other - Ground handling organisation"	
"101293"	"Micronesia Federated States of - Other - Individuals"	
"7117"	"Micronesia Federated States of - Other - Design organisation"	
"10117"	"Micronesia Federated States of - Other - Aerodrome operator"	
"11117"	"Micronesia Federated States of - Other - ATM equipment maintenance organisation"	
"9117"	"Micronesia Federated States of - Other - Air Navigation Service Provider"	
"12117"	"Micronesia Federated States of - Other - Apron Management Service Provider"	
"8117"	"Micronesia Federated States of - Other - Maintenance organisation"	
"6117"	"Micronesia Federated States of - Other - Aircraft operator"	
"118"	"Moldova"	
"1118"	"Moldova - AIB"	
"2118"	"Moldova - CAA"	
"5118"	"Moldova - Other"	
"100254"	"Moldova - Other - Production organisation"	
"100462"	"Moldova - Other - Flight Crew Training organisation"	
"100670"	"Moldova - Other - Flight Information Service Provider"	
"100878"	"Moldova - Other - Continuous airworthiness monitoring organisation"	
"101086"	"Moldova - Other - Ground handling organisation"	
"101294"	"Moldova - Other - Individuals"	
"7118"	"Moldova - Other - Design organisation"	
"10118"	"Moldova - Other - Aerodrome operator"	
"11118"	"Moldova - Other - ATM equipment maintenance organisation"	
"9118"	"Moldova - Other - Air Navigation Service Provider"	
"12118"	"Moldova - Other - Apron Management Service Provider"	
"8118"	"Moldova - Other - Maintenance organisation"	
"6118"	"Moldova - Other - Aircraft operator"	
"119"	"Monaco"	
"1119"	"Monaco - AIB"	
"2119"	"Monaco - CAA"	
"5119"	"Monaco - Other"	
"100255"	"Monaco - Other - Production organisation"	
"100463"	"Monaco - Other - Flight Crew Training organisation"	
"100671"	"Monaco - Other - Flight Information Service Provider"	
"100879"	"Monaco - Other - Continuous airworthiness monitoring organisation"	
"101087"	"Monaco - Other - Ground handling organisation"	
"101295"	"Monaco - Other - Individuals"	
"7119"	"Monaco - Other - Design organisation"	
"10119"	"Monaco - Other - Aerodrome operator"	
"11119"	"Monaco - Other - ATM equipment maintenance organisation"	
"9119"	"Monaco - Other - Air Navigation Service Provider"	
"12119"	"Monaco - Other - Apron Management Service Provider"	
"8119"	"Monaco - Other - Maintenance organisation"	
"6119"	"Monaco - Other - Aircraft operator"	
"120"	"Mongolia"	
"1120"	"Mongolia - AIB"	
"2120"	"Mongolia - CAA"	
"5120"	"Mongolia - Other"	
"100256"	"Mongolia - Other - Production organisation"	
"100464"	"Mongolia - Other - Flight Crew Training organisation"	
"100672"	"Mongolia - Other - Flight Information Service Provider"	
"100880"	"Mongolia - Other - Continuous airworthiness monitoring organisation"	
"101088"	"Mongolia - Other - Ground handling organisation"	
"101296"	"Mongolia - Other - Individuals"	
"7120"	"Mongolia - Other - Design organisation"	
"10120"	"Mongolia - Other - Aerodrome operator"	
"11120"	"Mongolia - Other - ATM equipment maintenance organisation"	
"9120"	"Mongolia - Other - Air Navigation Service Provider"	
"12120"	"Mongolia - Other - Apron Management Service Provider"	
"8120"	"Mongolia - Other - Maintenance organisation"	
"6120"	"Mongolia - Other - Aircraft operator"	
"121"	"Montenegro"	
"1121"	"Montenegro - AIB"	
"2121"	"Montenegro - CAA"	
"5121"	"Montenegro - Other"	
"100257"	"Montenegro - Other - Production organisation"	
"100465"	"Montenegro - Other - Flight Crew Training organisation"	
"100673"	"Montenegro - Other - Flight Information Service Provider"	
"100881"	"Montenegro - Other - Continuous airworthiness monitoring organisation"	
"101089"	"Montenegro - Other - Ground handling organisation"	
"101297"	"Montenegro - Other - Individuals"	
"7121"	"Montenegro - Other - Design organisation"	
"10121"	"Montenegro - Other - Aerodrome operator"	
"11121"	"Montenegro - Other - ATM equipment maintenance organisation"	
"9121"	"Montenegro - Other - Air Navigation Service Provider"	
"12121"	"Montenegro - Other - Apron Management Service Provider"	
"8121"	"Montenegro - Other - Maintenance organisation"	
"6121"	"Montenegro - Other - Aircraft operator"	
"100026"	"Montserrat"	
"100075"	"Montserrat - AIB"	
"100076"	"Montserrat - CAA"	
"100077"	"Montserrat - Other"	
"100258"	"Montserrat - Other - Production organisation"	
"100466"	"Montserrat - Other - Flight Crew Training organisation"	
"100674"	"Montserrat - Other - Flight Information Service Provider"	
"100882"	"Montserrat - Other - Continuous airworthiness monitoring organisation"	
"101090"	"Montserrat - Other - Ground handling organisation"	
"101298"	"Montserrat - Other - Individuals"	
"100078"	"Montserrat - Other - Design organisation"	
"100079"	"Montserrat - Other - Aerodrome operator"	
"100080"	"Montserrat - Other - ATM equipment maintenance organisation"	
"100081"	"Montserrat - Other - Air Navigation Service Provider"	
"100082"	"Montserrat - Other - Apron Management Service Provider"	
"100083"	"Montserrat - Other - Maintenance organisation"	
"100084"	"Montserrat - Other - Aircraft operator"	
"122"	"Morocco"	
"1122"	"Morocco - AIB"	
"2122"	"Morocco - CAA"	
"5122"	"Morocco - Other"	
"100259"	"Morocco - Other - Production organisation"	
"100467"	"Morocco - Other - Flight Crew Training organisation"	
"100675"	"Morocco - Other - Flight Information Service Provider"	
"100883"	"Morocco - Other - Continuous airworthiness monitoring organisation"	
"101091"	"Morocco - Other - Ground handling organisation"	
"101299"	"Morocco - Other - Individuals"	
"7122"	"Morocco - Other - Design organisation"	
"10122"	"Morocco - Other - Aerodrome operator"	
"11122"	"Morocco - Other - ATM equipment maintenance organisation"	
"9122"	"Morocco - Other - Air Navigation Service Provider"	
"12122"	"Morocco - Other - Apron Management Service Provider"	
"8122"	"Morocco - Other - Maintenance organisation"	
"6122"	"Morocco - Other - Aircraft operator"	
"123"	"Mozambique"	
"1123"	"Mozambique - AIB"	
"2123"	"Mozambique - CAA"	
"5123"	"Mozambique - Other"	
"100260"	"Mozambique - Other - Production organisation"	
"100468"	"Mozambique - Other - Flight Crew Training organisation"	
"100676"	"Mozambique - Other - Flight Information Service Provider"	
"100884"	"Mozambique - Other - Continuous airworthiness monitoring organisation"	
"101092"	"Mozambique - Other - Ground handling organisation"	
"101300"	"Mozambique - Other - Individuals"	
"7123"	"Mozambique - Other - Design organisation"	
"10123"	"Mozambique - Other - Aerodrome operator"	
"11123"	"Mozambique - Other - ATM equipment maintenance organisation"	
"9123"	"Mozambique - Other - Air Navigation Service Provider"	
"12123"	"Mozambique - Other - Apron Management Service Provider"	
"8123"	"Mozambique - Other - Maintenance organisation"	
"6123"	"Mozambique - Other - Aircraft operator"	
"124"	"Myanmar"	
"1124"	"Myanmar - AIB"	
"2124"	"Myanmar - CAA"	
"5124"	"Myanmar - Other"	
"100261"	"Myanmar - Other - Production organisation"	
"100469"	"Myanmar - Other - Flight Crew Training organisation"	
"100677"	"Myanmar - Other - Flight Information Service Provider"	
"100885"	"Myanmar - Other - Continuous airworthiness monitoring organisation"	
"101093"	"Myanmar - Other - Ground handling organisation"	
"101301"	"Myanmar - Other - Individuals"	
"7124"	"Myanmar - Other - Design organisation"	
"10124"	"Myanmar - Other - Aerodrome operator"	
"11124"	"Myanmar - Other - ATM equipment maintenance organisation"	
"9124"	"Myanmar - Other - Air Navigation Service Provider"	
"12124"	"Myanmar - Other - Apron Management Service Provider"	
"8124"	"Myanmar - Other - Maintenance organisation"	
"6124"	"Myanmar - Other - Aircraft operator"	
"125"	"Namibia"	
"1125"	"Namibia - AIB"	
"2125"	"Namibia - CAA"	
"5125"	"Namibia - Other"	
"100262"	"Namibia - Other - Production organisation"	
"100470"	"Namibia - Other - Flight Crew Training organisation"	
"100678"	"Namibia - Other - Flight Information Service Provider"	
"100886"	"Namibia - Other - Continuous airworthiness monitoring organisation"	
"101094"	"Namibia - Other - Ground handling organisation"	
"101302"	"Namibia - Other - Individuals"	
"7125"	"Namibia - Other - Design organisation"	
"10125"	"Namibia - Other - Aerodrome operator"	
"11125"	"Namibia - Other - ATM equipment maintenance organisation"	
"9125"	"Namibia - Other - Air Navigation Service Provider"	
"12125"	"Namibia - Other - Apron Management Service Provider"	
"8125"	"Namibia - Other - Maintenance organisation"	
"6125"	"Namibia - Other - Aircraft operator"	
"126"	"Nauru"	
"1126"	"Nauru - AIB"	
"2126"	"Nauru - CAA"	
"5126"	"Nauru - Other"	
"100263"	"Nauru - Other - Production organisation"	
"100471"	"Nauru - Other - Flight Crew Training organisation"	
"100679"	"Nauru - Other - Flight Information Service Provider"	
"100887"	"Nauru - Other - Continuous airworthiness monitoring organisation"	
"101095"	"Nauru - Other - Ground handling organisation"	
"101303"	"Nauru - Other - Individuals"	
"7126"	"Nauru - Other - Design organisation"	
"10126"	"Nauru - Other - Aerodrome operator"	
"11126"	"Nauru - Other - ATM equipment maintenance organisation"	
"9126"	"Nauru - Other - Air Navigation Service Provider"	
"12126"	"Nauru - Other - Apron Management Service Provider"	
"8126"	"Nauru - Other - Maintenance organisation"	
"6126"	"Nauru - Other - Aircraft operator"	
"127"	"Nepal"	
"1127"	"Nepal - AIB"	
"2127"	"Nepal - CAA"	
"5127"	"Nepal - Other"	
"100264"	"Nepal - Other - Production organisation"	
"100472"	"Nepal - Other - Flight Crew Training organisation"	
"100680"	"Nepal - Other - Flight Information Service Provider"	
"100888"	"Nepal - Other - Continuous airworthiness monitoring organisation"	
"101096"	"Nepal - Other - Ground handling organisation"	
"101304"	"Nepal - Other - Individuals"	
"7127"	"Nepal - Other - Design organisation"	
"10127"	"Nepal - Other - Aerodrome operator"	
"11127"	"Nepal - Other - ATM equipment maintenance organisation"	
"9127"	"Nepal - Other - Air Navigation Service Provider"	
"12127"	"Nepal - Other - Apron Management Service Provider"	
"8127"	"Nepal - Other - Maintenance organisation"	
"6127"	"Nepal - Other - Aircraft operator"	
"128"	"Netherlands"	
"2128"	"Netherlands - CAA"	
"1128"	"Netherlands - DSB"	
"5128"	"Netherlands - Other"	
"100265"	"Netherlands - Other - Production organisation"	
"100473"	"Netherlands - Other - Flight Crew Training organisation"	
"100681"	"Netherlands - Other - Flight Information Service Provider"	
"100889"	"Netherlands - Other - Continuous airworthiness monitoring organisation"	
"101097"	"Netherlands - Other - Ground handling organisation"	
"101305"	"Netherlands - Other - Individuals"	
"7128"	"Netherlands - Other - Design organisation"	
"10128"	"Netherlands - Other - Aerodrome operator"	
"11128"	"Netherlands - Other - ATM equipment maintenance organisation"	
"9128"	"Netherlands - Other - Air Navigation Service Provider"	
"12128"	"Netherlands - Other - Apron Management Service Provider"	
"8128"	"Netherlands - Other - Maintenance organisation"	
"6128"	"Netherlands - Other - Aircraft operator"	
"198"	"Netherlands Antilles"	
"2198"	"Netherlands Antilles - AIB"	
"1198"	"Netherlands Antilles - CAA"	
"5198"	"Netherlands Antilles - Other"	
"100266"	"Netherlands Antilles - Other - Production organisation"	
"100474"	"Netherlands Antilles - Other - Flight Crew Training organisation"	
"100682"	"Netherlands Antilles - Other - Flight Information Service Provider"	
"100890"	"Netherlands Antilles - Other - Continuous airworthiness monitoring organisation"	
"101098"	"Netherlands Antilles - Other - Ground handling organisation"	
"101306"	"Netherlands Antilles - Other - Individuals"	
"7198"	"Netherlands Antilles - Other - Design organisation"	
"10198"	"Netherlands Antilles - Other - Aerodrome operator"	
"11198"	"Netherlands Antilles - Other - ATM equipment maintenance organisation"	
"9198"	"Netherlands Antilles - Other - Air Navigation Service Provider"	
"12198"	"Netherlands Antilles - Other - Apron Management Service Provider"	
"8198"	"Netherlands Antilles - Other - Maintenance organisation"	
"6198"	"Netherlands Antilles - Other - Aircraft operator"	
"129"	"New Zealand"	
"2129"	"New Zealand - CAA"	
"5129"	"New Zealand - Other"	
"100267"	"New Zealand - Other - Production organisation"	
"100475"	"New Zealand - Other - Flight Crew Training organisation"	
"100683"	"New Zealand - Other - Flight Information Service Provider"	
"100891"	"New Zealand - Other - Continuous airworthiness monitoring organisation"	
"101099"	"New Zealand - Other - Ground handling organisation"	
"101307"	"New Zealand - Other - Individuals"	
"7129"	"New Zealand - Other - Design organisation"	
"10129"	"New Zealand - Other - Aerodrome operator"	
"11129"	"New Zealand - Other - ATM equipment maintenance organisation"	
"9129"	"New Zealand - Other - Air Navigation Service Provider"	
"12129"	"New Zealand - Other - Apron Management Service Provider"	
"8129"	"New Zealand - Other - Maintenance organisation"	
"6129"	"New Zealand - Other - Aircraft operator"	
"1129"	"New Zealand - TAIC"	
"130"	"Nicaragua"	
"1130"	"Nicaragua - AIB"	
"2130"	"Nicaragua - CAA"	
"5130"	"Nicaragua - Other"	
"100268"	"Nicaragua - Other - Production organisation"	
"100476"	"Nicaragua - Other - Flight Crew Training organisation"	
"100684"	"Nicaragua - Other - Flight Information Service Provider"	
"100892"	"Nicaragua - Other - Continuous airworthiness monitoring organisation"	
"101100"	"Nicaragua - Other - Ground handling organisation"	
"101308"	"Nicaragua - Other - Individuals"	
"7130"	"Nicaragua - Other - Design organisation"	
"10130"	"Nicaragua - Other - Aerodrome operator"	
"11130"	"Nicaragua - Other - ATM equipment maintenance organisation"	
"9130"	"Nicaragua - Other - Air Navigation Service Provider"	
"12130"	"Nicaragua - Other - Apron Management Service Provider"	
"8130"	"Nicaragua - Other - Maintenance organisation"	
"6130"	"Nicaragua - Other - Aircraft operator"	
"131"	"Niger"	
"1131"	"Niger - AIB"	
"2131"	"Niger - CAA"	
"5131"	"Niger - Other"	
"100269"	"Niger - Other - Production organisation"	
"100477"	"Niger - Other - Flight Crew Training organisation"	
"100685"	"Niger - Other - Flight Information Service Provider"	
"100893"	"Niger - Other - Continuous airworthiness monitoring organisation"	
"101101"	"Niger - Other - Ground handling organisation"	
"101309"	"Niger - Other - Individuals"	
"7131"	"Niger - Other - Design organisation"	
"10131"	"Niger - Other - Aerodrome operator"	
"11131"	"Niger - Other - ATM equipment maintenance organisation"	
"9131"	"Niger - Other - Air Navigation Service Provider"	
"12131"	"Niger - Other - Apron Management Service Provider"	
"8131"	"Niger - Other - Maintenance organisation"	
"6131"	"Niger - Other - Aircraft operator"	
"132"	"Nigeria"	
"1132"	"Nigeria - AIB"	
"2132"	"Nigeria - CAA"	
"5132"	"Nigeria - Other"	
"100270"	"Nigeria - Other - Production organisation"	
"100478"	"Nigeria - Other - Flight Crew Training organisation"	
"100686"	"Nigeria - Other - Flight Information Service Provider"	
"100894"	"Nigeria - Other - Continuous airworthiness monitoring organisation"	
"101102"	"Nigeria - Other - Ground handling organisation"	
"101310"	"Nigeria - Other - Individuals"	
"7132"	"Nigeria - Other - Design organisation"	
"10132"	"Nigeria - Other - Aerodrome operator"	
"11132"	"Nigeria - Other - ATM equipment maintenance organisation"	
"9132"	"Nigeria - Other - Air Navigation Service Provider"	
